Epoch,Loss
0,14456443.333333334
1,14448760.0
2,14440980.0
3,14432332.166666666
4,14422165.833333334
5,14409772.333333334
6,14394087.166666666
7,14373039.833333334
8,14340431.666666666
9,14280282.833333334
10,14147331.333333334
11,13850606.166666666
12,13337204.666666666
13,12974141.333333334
14,12571497.666666666
15,12210413.0
16,11936287.666666666
17,11655170.5
18,11439492.666666666
19,11221471.5
20,11040837.666666666
21,10873071.166666666
22,10731779.666666666
23,10601939.0
24,10486921.666666666
25,10389492.333333334
26,10299135.333333334
27,10214475.0
28,10141281.833333334
29,10068672.5
30,10004780.833333334
31,9946688.5
32,9883304.166666666
33,9822337.666666666
34,9765482.166666666
35,9703919.166666666
36,9659338.166666666
37,9626209.833333334
38,9572333.666666666
39,9513933.0
40,9489635.0
41,9446865.333333334
42,9429244.5
43,9401612.166666666
44,9379019.833333334
45,9361836.0
46,9342463.666666666
47,9329249.666666666
48,9313749.0
49,9296648.0
50,9287338.333333334
51,9275358.666666666
52,9262775.0
53,9256660.0
54,9248265.666666666
55,9235555.666666666
56,9227584.0
57,9220342.166666666
58,9210844.666666666
59,9204778.5
60,9200409.166666666
61,9195976.166666666
62,9186233.5
63,9181215.0
64,9177720.833333334
65,9172849.5
66,9165640.666666666
67,9160093.833333334
68,9155750.0
69,9151945.166666666
70,9146299.666666666
71,9141742.666666666
72,9143733.5
73,9154195.666666666
74,9152015.666666666
75,9128607.0
76,9129424.333333334
77,9119429.166666666
78,9114957.166666666
79,9107217.333333334
80,9103013.833333334
81,9095384.166666666
82,9091166.166666666
83,9085789.833333334
84,9081659.166666666
85,9075393.333333334
86,9070565.0
87,9065684.666666666
88,9061026.833333334
89,9057243.5
90,9053019.666666666
91,9049181.333333334
92,9044926.0
93,9041203.833333334
94,9037356.666666666
95,9034131.5
96,9033773.666666666
97,9038656.833333334
98,9034929.5
99,9022522.666666666
100,9023586.333333334
101,9016513.166666666
102,9012746.5
103,9008337.333333334
104,9005807.5
105,9004704.5
106,8998697.833333334
107,8994240.666666666
108,8992570.0
109,8991900.5
110,8990385.5
111,8987822.0
112,8983030.333333334
113,8979017.5
114,8976954.0
115,8977230.5
116,8977950.666666666
117,8976180.333333334
118,8969254.333333334
119,8970092.0
120,8970134.333333334
121,8965940.833333334
122,8961440.0
123,8960002.0
124,8957119.166666666
125,8955256.666666666
126,8955232.333333334
127,8957414.666666666
128,8952134.0
129,8949366.333333334
130,8948030.666666666
131,8947947.333333334
132,8945240.833333334
133,8944486.0
134,8944220.0
135,8942787.333333334
136,8940121.666666666
137,8944159.166666666
138,8955525.666666666
139,8955382.0
140,8938755.0
141,8941880.5
142,8937331.0
143,8939246.166666666
144,8934728.166666666
145,8934819.166666666
146,8933798.333333334
147,8933857.0
148,8935301.333333334
149,8934270.333333334
150,8931718.0
151,8931585.166666666
152,8931386.5
153,8929526.0
154,8929219.5
155,8928599.666666666
156,8927619.5
157,8927663.333333334
158,8927736.666666666
159,8927345.833333334
160,8925355.333333334
161,8925939.166666666
162,8924120.166666666
163,8923984.333333334
164,8923567.333333334
165,8923354.666666666
166,8924467.0
167,8929699.0
168,8926877.666666666
169,8921994.666666666
170,8922809.833333334
171,8921471.333333334
172,8920522.333333334
173,8924656.666666666
174,8922028.333333334
175,8918707.833333334
176,8919396.5
177,8918570.333333334
178,8915897.833333334
179,8916988.5
180,8915077.333333334
181,8914622.333333334
182,8914398.0
183,8913232.0
184,8912473.166666666
185,8911984.666666666
186,8911061.0
187,8910679.166666666
188,8909535.5
189,8909377.833333334
190,8908489.833333334
191,8907716.0
192,8907043.333333334
193,8906933.666666666
194,8907371.0
195,8908927.833333334
196,8908444.5
197,8906986.0
198,8903216.5
199,8902443.166666666
200,8902181.166666666
201,8900639.0
202,8900593.666666666
203,8899683.0
204,8898187.333333334
205,8897390.666666666
206,8895359.666666666
207,8895022.5
208,8894473.666666666
209,8894134.5
210,8892754.0
211,8891284.333333334
212,8889589.5
213,8889218.833333334
214,8887259.833333334
215,8886609.5
216,8885944.333333334
217,8885049.5
218,8885401.5
219,8888833.666666666
220,8895908.5
221,8893325.666666666
222,8881742.166666666
223,8886572.166666666
224,8882009.666666666
225,8876785.333333334
226,8877305.666666666
227,8874594.166666666
228,8877297.333333334
229,8874994.333333334
230,8871279.333333334
231,8871485.5
232,8868442.166666666
233,8867567.833333334
234,8866248.333333334
235,8864801.333333334
236,8864883.333333334
237,8863419.166666666
238,8861124.5
239,8860883.333333334
240,8858327.666666666
241,8855975.5
242,8856557.5
243,8855815.166666666
244,8852493.166666666
245,8852019.333333334
246,8850628.666666666
247,8849025.5
248,8846918.833333334
249,8846397.333333334
250,8844724.666666666
251,8843340.333333334
252,8842723.666666666
253,8843129.5
254,8841871.666666666
255,8839247.833333334
256,8837385.5
257,8835625.666666666
258,8834800.5
259,8833224.166666666
260,8831914.5
261,8830345.0
262,8829350.833333334
263,8828867.166666666
264,8827219.5
265,8824757.833333334
266,8823955.333333334
267,8822752.833333334
268,8824682.166666666
269,8832986.0
270,8844817.5
271,8833431.333333334
272,8821780.0
273,8827359.833333334
274,8815948.666666666
275,8820930.0
276,8812335.5
277,8815668.833333334
278,8810022.333333334
279,8809658.333333334
280,8807377.833333334
281,8804971.833333334
282,8803771.666666666
283,8802274.333333334
284,8801522.666666666
285,8799773.666666666
286,8799353.333333334
287,8797494.5
288,8796393.833333334
289,8798134.833333334
290,8801776.666666666
291,8796938.666666666
292,8792756.666666666
293,8793716.666666666
294,8789835.0
295,8788596.0
296,8787256.166666666
297,8786928.333333334
298,8785548.0
299,8783829.5
300,8782476.833333334
301,8781692.333333334
302,8780978.0
303,8780205.833333334
304,8779784.5
305,8780841.833333334
306,8780350.833333334
307,8777227.166666666
308,8775283.0
309,8775379.5
310,8774654.833333334
311,8773546.333333334
312,8770551.833333334
313,8771177.5
314,8771209.833333334
315,8769065.0
316,8767257.5
317,8767382.0
318,8767517.833333334
319,8767387.833333334
320,8766777.666666666
321,8764981.0
322,8763555.5
323,8761715.166666666
324,8760742.333333334
325,8760139.833333334
326,8759429.333333334
327,8759138.5
328,8760637.5
329,8762425.5
330,8758956.666666666
331,8755648.5
332,8755415.166666666
333,8754446.833333334
334,8753007.333333334
335,8752053.0
336,8752050.833333334
337,8750719.5
338,8749866.333333334
339,8749294.166666666
340,8748438.833333334
341,8747436.833333334
342,8746315.666666666
343,8747093.166666666
344,8749711.166666666
345,8754588.0
346,8750452.833333334
347,8743768.166666666
348,8746090.333333334
349,8744502.5
350,8740756.166666666
351,8741672.333333334
352,8742568.833333334
353,8740962.333333334
354,8738412.333333334
355,8738763.333333334
356,8740122.0
357,8736975.833333334
358,8736636.0
359,8736547.166666666
360,8734234.333333334
361,8735292.166666666
362,8734740.5
363,8732327.0
364,8732715.166666666
365,8731970.5
366,8730665.0
367,8730146.333333334
368,8730633.5
369,8730278.166666666
370,8730041.166666666
371,8728090.666666666
372,8727633.666666666
373,8727844.0
374,8728231.666666666
375,8727963.166666666
376,8726388.166666666
377,8725350.166666666
378,8724137.333333334
379,8723867.333333334
380,8724075.833333334
381,8723499.0
382,8722611.0
383,8723382.166666666
384,8723121.666666666
385,8721593.833333334
386,8720807.166666666
387,8720538.333333334
388,8721655.0
389,8721495.833333334
390,8719001.333333334
391,8718351.166666666
392,8718036.666666666
393,8718997.833333334
394,8717758.5
395,8716033.0
396,8716907.833333334
397,8718590.666666666
398,8718779.666666666
399,8715068.5
400,8714251.333333334
401,8713913.666666666
402,8713152.5
403,8712935.666666666
404,8714249.666666666
405,8714233.333333334
406,8712660.0
407,8711114.833333334
408,8710308.666666666
409,8709990.666666666
410,8709545.833333334
411,8708936.333333334
412,8708564.166666666
413,8707739.333333334
414,8707908.166666666
415,8707739.166666666
416,8709507.5
417,8712322.666666666
418,8709536.833333334
419,8705816.166666666
420,8707522.333333334
421,8709498.333333334
422,8705276.666666666
423,8705343.333333334
424,8705072.5
425,8703109.333333334
426,8702503.666666666
427,8701818.0
428,8701506.166666666
429,8701777.333333334
430,8702648.333333334
431,8701701.5
432,8700477.666666666
433,8699830.0
434,8699782.166666666
435,8700886.0
436,8699179.5
437,8698128.5
438,8697114.833333334
439,8696530.0
440,8695950.833333334
441,8695623.166666666
442,8695472.166666666
443,8695226.833333334
444,8694201.833333334
445,8694689.166666666
446,8695865.5
447,8695910.833333334
448,8694288.666666666
449,8693035.666666666
450,8693094.166666666
451,8694488.333333334
452,8696891.0
453,8696850.166666666
454,8692346.666666666
455,8691096.333333334
456,8692036.166666666
457,8690695.666666666
458,8689267.166666666
459,8688380.0
460,8688689.833333334
461,8688879.5
462,8688598.666666666
463,8687973.0
464,8687106.5
465,8686554.5
466,8686854.833333334
467,8686394.166666666
468,8685999.5
469,8685626.0
470,8684943.666666666
471,8684220.5
472,8683979.333333334
473,8684286.0
474,8685306.166666666
475,8686649.5
476,8685292.166666666
477,8683132.166666666
478,8684337.5
479,8684934.833333334
480,8682919.166666666
481,8681563.166666666
482,8681853.666666666
483,8681585.666666666
484,8680702.833333334
485,8680400.666666666
486,8679468.833333334
487,8679633.666666666
488,8678582.333333334
489,8679117.666666666
490,8678506.666666666
491,8679585.166666666
492,8680239.166666666
493,8679059.083333334
494,8677770.333333334
495,8677140.666666666
496,8677714.166666666
497,8678431.0
498,8679235.5
499,8679614.166666666
500,8677749.5
501,8675924.833333334
502,8677600.833333334
503,8677511.166666666
504,8674885.333333334
505,8673957.5
506,8673934.0
507,8673849.5
508,8673117.666666666
509,8673225.833333334
510,8672939.833333334
511,8672013.833333334
512,8671889.166666666
513,8672019.333333334
514,8671653.0
515,8671323.5
516,8670792.5
517,8670781.166666666
518,8671149.666666666
519,8671228.333333334
520,8672475.333333334
521,8671590.833333334
522,8669484.333333334
523,8669969.666666666
524,8671589.5
525,8670514.666666666
526,8668514.666666666
527,8667901.666666666
528,8668271.333333334
529,8668018.833333334
530,8668040.0
531,8666946.0
532,8666502.5
533,8666803.833333334
534,8666352.0
535,8665043.333333334
536,8665011.0
537,8665391.5
538,8665838.166666666
539,8665150.5
540,8664890.0
541,8664106.666666666
542,8663623.166666666
543,8664369.166666666
544,8664942.833333334
545,8664876.25
546,8663318.833333334
547,8662574.166666666
548,8663030.0
549,8662543.0
550,8661659.666666666
551,8662424.833333334
552,8663796.333333334
553,8664257.666666666
554,8662546.5
555,8660545.0
556,8661280.5
557,8660493.5
558,8659585.0
559,8660541.333333334
560,8661663.583333334
561,8662514.0
562,8661983.5
563,8660622.5
564,8658263.0
565,8658801.833333334
566,8658087.166666666
567,8657563.416666666
568,8657149.333333334
569,8657120.833333334
570,8656879.0
571,8656835.5
572,8656577.5
573,8655765.5
574,8655962.333333334
575,8656275.333333334
576,8658517.25
577,8661395.333333334
578,8658474.5
579,8655254.333333334
580,8657038.5
581,8657437.833333334
582,8654350.5
583,8654350.166666666
584,8654120.0
585,8653430.5
586,8653160.666666666
587,8652981.166666666
588,8652887.166666666
589,8651940.833333334
590,8651849.5
591,8651451.833333334
592,8651887.166666666
593,8651787.5
594,8651869.916666666
595,8651861.666666666
596,8650961.666666666
597,8650863.833333334
598,8650339.666666666
599,8649979.166666666
600,8649472.666666666
601,8649614.166666666
602,8649545.5
603,8648758.166666666
604,8648773.5
605,8648400.5
606,8648358.333333334
607,8648323.333333334
608,8649286.666666666
609,8652034.083333334
610,8654815.666666666
611,8652116.166666666
612,8648175.5
613,8648174.333333334
614,8649674.166666666
615,8650288.583333334
616,8647499.666666666
617,8646297.666666666
618,8646057.833333334
619,8645811.333333334
620,8645514.0
621,8645252.166666666
622,8645547.833333334
623,8645257.833333334
624,8645082.0
625,8644721.333333334
626,8644281.166666666
627,8644362.833333334
628,8644224.666666666
629,8644413.833333334
630,8643696.666666666
631,8643211.0
632,8642838.833333334
633,8642768.333333334
634,8642442.166666666
635,8641961.666666666
636,8642068.0
637,8642179.333333334
638,8642406.833333334
639,8641957.166666666
640,8641987.0
641,8643141.333333334
642,8645024.0
643,8648181.5
644,8647165.833333334
645,8642456.75
646,8641815.5
647,8644204.333333334
648,8644872.666666666
649,8641665.5
650,8641715.5
651,8640328.166666666
652,8639620.833333334
653,8639237.166666666
654,8638930.333333334
655,8638612.5
656,8638582.833333334
657,8638463.166666666
658,8638147.0
659,8638148.0
660,8637735.0
661,8637790.0
662,8637583.166666666
663,8636861.5
664,8637572.5
665,8637226.666666666
666,8636822.166666666
667,8636042.0
668,8636384.833333334
669,8635616.833333334
670,8635546.666666666
671,8636098.166666666
672,8636887.0
673,8636996.166666666
674,8635183.0
675,8635337.0
676,8636082.666666666
677,8634489.833333334
678,8634598.666666666
679,8634367.75
680,8633722.333333334
681,8633723.166666666
682,8633303.5
683,8633350.333333334
684,8633422.666666666
685,8634028.833333334
686,8634948.833333334
687,8633535.666666666
688,8632481.0
689,8632855.5
690,8632245.0
691,8631991.166666666
692,8633140.5
693,8632755.0
694,8631508.666666666
695,8630907.0
696,8630924.666666666
697,8630504.333333334
698,8630305.333333334
699,8630128.833333334
700,8630086.666666666
701,8629974.333333334
702,8629653.5
703,8629582.333333334
704,8629372.166666666
705,8629478.833333334
706,8629869.833333334
707,8630224.666666666
708,8630244.833333334
709,8629641.166666666
710,8628752.833333334
711,8628786.0
712,8629203.166666666
713,8629181.666666666
714,8630042.333333334
715,8631010.166666666
716,8629325.333333334
717,8627478.333333334
718,8627964.333333334
719,8627971.0
720,8626945.833333334
721,8627966.5
722,8627841.0
723,8626594.333333334
724,8626495.333333334
725,8626893.0
726,8626497.833333334
727,8625530.0
728,8625725.666666666
729,8625587.0
730,8625138.333333334
731,8625014.666666666
732,8625108.166666666
733,8625235.0
734,8624743.666666666
735,8623998.5
736,8623728.5
737,8623818.666666666
738,8623685.25
739,8623501.0
740,8623518.166666666
741,8623096.166666666
742,8623174.0
743,8623398.833333334
744,8625904.666666666
745,8629533.166666666
746,8626338.833333334
747,8623484.833333334
748,8623331.5
749,8624282.166666666
750,8623835.0
751,8622009.25
752,8621208.833333334
753,8621274.083333334
754,8620876.0
755,8621423.666666666
756,8621804.166666666
757,8622862.5
758,8624150.833333334
759,8627409.833333334
760,8625434.833333334
761,8620839.833333334
762,8622425.0
763,8620608.333333334
764,8620336.083333334
765,8620678.0
766,8619428.833333334
767,8619955.166666666
768,8619911.333333334
769,8618900.166666666
770,8619239.5
771,8618842.166666666
772,8618398.166666666
773,8618383.0
774,8618030.166666666
775,8617887.833333334
776,8617624.333333334
777,8617404.833333334
778,8617728.666666666
779,8616928.083333334
780,8617088.833333334
781,8617176.0
782,8617423.083333334
783,8617438.0
784,8616810.833333334
785,8616638.333333334
786,8616316.833333334
787,8616682.333333334
788,8616417.166666666
789,8616094.5
790,8616009.916666666
791,8616251.333333334
792,8616476.833333334
793,8615942.333333334
794,8615356.666666666
795,8615630.666666666
796,8615925.333333334
797,8615094.333333334
798,8614376.166666666
799,8614243.0
800,8614373.333333334
801,8613988.333333334
802,8614047.666666666
803,8613925.166666666
804,8614424.166666666
805,8615985.333333334
806,8617706.916666666
807,8616135.333333334
808,8613623.5
809,8614053.833333334
810,8613575.0
811,8612871.5
812,8612930.0
813,8612818.833333334
814,8612845.666666666
815,8612537.0
816,8612076.666666666
817,8611817.333333334
818,8611594.833333334
819,8611656.083333334
820,8611445.833333334
821,8611570.0
822,8611986.25
823,8612420.333333334
824,8612514.333333334
825,8612541.833333334
826,8612198.0
827,8611067.166666666
828,8610492.666666666
829,8610412.166666666
830,8609908.166666666
831,8609877.5
832,8609835.333333334
833,8609616.833333334
834,8609674.333333334
835,8609618.5
836,8609578.833333334
837,8609444.0
838,8609718.333333334
839,8611205.833333334
840,8617270.166666666
841,8627719.333333334
842,8621784.666666666
843,8611784.333333334
844,8614382.333333334
845,8615552.916666666
846,8610842.5
847,8609865.833333334
848,8611911.166666666
849,8609663.5
850,8608239.166666666
851,8609086.833333334
852,8608105.0
853,8607562.0
854,8607388.5
855,8607090.666666666
856,8607153.833333334
857,8606727.333333334
858,8606988.833333334
859,8606974.833333334
860,8606802.666666666
861,8605912.166666666
862,8606324.333333334
863,8606315.333333334
864,8606081.666666666
865,8606317.666666666
866,8605906.833333334
867,8605723.25
868,8605901.083333334
869,8605700.333333334
870,8604946.833333334
871,8605133.5
872,8605132.666666666
873,8604924.166666666
874,8604740.833333334
875,8604885.0
876,8604558.166666666
877,8604348.333333334
878,8604107.5
879,8604754.833333334
880,8603936.166666666
881,8603958.833333334
882,8603808.333333334
883,8603816.5
884,8604012.666666666
885,8603427.0
886,8602940.666666666
887,8603017.666666666
888,8603341.333333334
889,8603054.333333334
890,8603006.333333334
891,8602655.333333334
892,8602325.833333334
893,8602318.666666666
894,8602065.0
895,8602318.833333334
896,8602497.333333334
897,8602682.666666666
898,8602197.333333334
899,8602125.0
900,8601357.666666666
901,8601766.666666666
902,8601791.833333334
903,8601835.0
904,8602172.666666666
905,8601573.333333334
906,8600817.0
907,8600606.5
908,8600504.166666666
909,8600216.666666666
910,8599927.5
911,8600057.833333334
912,8599895.333333334
913,8599611.166666666
914,8599667.833333334
915,8599605.666666666
916,8600394.833333334
917,8601218.5
918,8600671.166666666
919,8599424.5
920,8599005.833333334
921,8598929.5
922,8599049.0
923,8598543.5
924,8598695.666666666
925,8599430.333333334
926,8603412.5
927,8609954.833333334
